"","V1","V2"
"5133","ZNF571","c5133"
"5134","ASB9P1","c5134"
"5135","P2RY6","c5135"
"5136","TRIM21","c5136"
"5137","ASCL4","c5137"
"5138","RPL21P44","c5138"
"5139","CADM3","c5139"
"5140","NLRC5","c5140"
"5141","LOC100128264","c5141"
"5142","ADRA2B","c5142"
"5143","PCF11","c5143"
"5144","C19orf71","c5144"
"5145","GLTSCR1","c5145"
"5146","MIR3119-1","c5146"
"5147","AK4","c5147"
"5148","CDH16","c5148"
"5149","NDUFAF2","c5149"
"5150","FGF7","c5150"
"5151","PCSK4","c5151"
"5152","IL37","c5152"
"5153","NPC1L1","c5153"
"5154","GATM-AS1","c5154"
"5155","TBCA","c5155"
"5156","TAT","c5156"
"5157","SNHG5","c5157"
"5158","GPR115","c5158"
"5159","FNBP4","c5159"
"5160","CYGB","c5160"
"5161","C12orf43","c5161"
"5162","CBL","c5162"
"5163","CLECL1","c5163"
"5164","MT1L","c5164"
"5165","GSTT2B","c5165"
"5166","PPAPDC1A","c5166"
"5167","FAM66E","c5167"
"5168","WDR25","c5168"
"5169","GAGE2A","c5169"
"5170","PGA3","c5170"
"5171","LOC100505964","c5171"
"5172","SGCA","c5172"
"5173","YIPF1","c5173"
"5174","C22orf29","c5174"
"5175","GALK2","c5175"
"5176","DCAF15","c5176"
"5177","MYO19","c5177"
"5178","RAB3B","c5178"
"5179","UCP1","c5179"
"5180","REEP5","c5180"
"5181","LOC255025","c5181"
"5182","FOXA1","c5182"
"5183","FADD","c5183"
"5184","ARHGAP19-SLIT1","c5184"
"5185","ZNF844","c5185"
"5186","SNORD116-20","c5186"
"5187","RPL23AP53","c5187"
"5188","LOC100128164","c5188"
"5189","ABI1","c5189"
"5190","C2orf62","c5190"
"5191","CACNA1A","c5191"
"5192","GRIN2D","c5192"
"5193","SLC1A4","c5193"
"5194","LOC401127","c5194"
"5195","HINT2","c5195"
"5196","PLD4","c5196"
"5197","ZNF286A","c5197"
"5198","ENY2","c5198"
"5199","PXDNL","c5199"
"5200","TNFSF13B","c5200"
"5201","PRSS50","c5201"
"5202","DENND3","c5202"
"5203","CMPK1","c5203"
"5204","LINC00852","c5204"
"5205","HIST1H2AK","c5205"
"5206","SSH1","c5206"
"5207","C4orf21","c5207"
"5208","ENSA","c5208"
"5209","GNAQ","c5209"
"5210","CKAP2","c5210"
"5211","LOC283143","c5211"
"5212","AMH","c5212"
"5213","ZNF526","c5213"
"5214","TRPM1","c5214"
"5215","PPP2R1A","c5215"
"5216","CACNG3","c5216"
"5217","LOC100144604","c5217"
"5218","TTC34","c5218"
"5219","TET2","c5219"
"5220","HNRNPM","c5220"
"5221","COL2A1","c5221"
"5222","DDN","c5222"
"5223","AUNIP","c5223"
"5224","HK2","c5224"
"5225","ELOVL6","c5225"
"5226","MDK","c5226"
"5227","LOC100130700","c5227"
"5228","EPHX1","c5228"
"5229","RASSF2","c5229"
"5230","LINC00617","c5230"
"5231","DLX3","c5231"
"5232","AIMP1","c5232"
"5233","DNAJC2","c5233"
"5234","PRTN3","c5234"
"5235","AVPR1A","c5235"
"5236","GRM5-AS1","c5236"
"5237","LOC100630923","c5237"
"5238","PRR23A","c5238"
"5239","DNPH1","c5239"
"5240","TNFAIP8","c5240"
"5241","GNB2L1","c5241"
"5242","LOC100996291","c5242"
"5243","SCGB2A2","c5243"
"5244","CALCRL","c5244"
"5245","ZNF674","c5245"
"5246","TMEM35","c5246"
"5247","STAG3L1","c5247"
"5248","MIRLET7I","c5248"
"5249","HECTD3","c5249"
"5250","BRSK2","c5250"
"5251","C19orf77","c5251"
"5252","MIR103B2","c5252"
"5253","LGALS9","c5253"
"5254","FLJ35282","c5254"
"5255","SCARB2","c5255"
"5256","LOC100507250","c5256"
"5257","SCARNA21","c5257"
"5258","USP34","c5258"
"5259","ZDHHC23","c5259"
"5260","MIR940","c5260"
"5261","AQP12B","c5261"
"5262","SLC16A3","c5262"
"5263","APLP2","c5263"
"5264","MICAL3","c5264"
"5265","ITIH2","c5265"
"5266","PRR5L","c5266"
"5267","TNNI3K","c5267"
"5268","KIAA1456","c5268"
"5269","HDAC2","c5269"
"5270","PRR7","c5270"
"5271","THBS2","c5271"
"5272","CA2","c5272"
"5273","RANBP17","c5273"
"5274","LINC00271","c5274"
"5275","TIMMDC1","c5275"
"5276","RLN3","c5276"
"5277","CRYZ","c5277"
"5278","GBAS","c5278"
"5279","TAS1R1","c5279"
"5280","SNORD80","c5280"
"5281","MPZL3","c5281"
"5282","PCDH8","c5282"
"5283","MIR181A1","c5283"
"5284","KCNK15","c5284"
"5285","HSP90B1","c5285"
"5286","MIR568","c5286"
"5287","TNIP2","c5287"
"5288","GPR146","c5288"
"5289","NOL6","c5289"
"5290","SPC25","c5290"
"5291","STEAP2","c5291"
"5292","KLRAP1","c5292"
"5293","VAMP3","c5293"
"5294","TMEM234","c5294"
"5295","EIF3C","c5295"
"5296","ZP4","c5296"
"5297","TCIRG1","c5297"
"5298","TRIM39","c5298"
"5299","PARL","c5299"
"5300","CRNN","c5300"
"5301","TMEM231","c5301"
"5302","GRN","c5302"
"5303","NBPF11","c5303"
"5304","HSH2D","c5304"
"5305","SCAMP1","c5305"
"5306","PTS","c5306"
"5307","BANP","c5307"
"5308","PRKACG","c5308"
"5309","ADCY6","c5309"
"5310","LOC100506050","c5310"
"5311","C16orf46","c5311"
"5312","KLHL40","c5312"
"5313","DDC","c5313"
"5314","CYP51A1","c5314"
"5315","ANPEP","c5315"
"5316","WWC2-AS2","c5316"
"5317","PROM1","c5317"
"5318","MIR3664","c5318"
"5319","SIGLEC10","c5319"
"5320","TRIP4","c5320"
"5321","FAM26E","c5321"
"5322","GDF5","c5322"
"5323","SNX3","c5323"
"5324","PPY2","c5324"
"5325","PCNAP1","c5325"
"5326","ASB18","c5326"
"5327","PRAMEF18","c5327"
"5328","FTSJ1","c5328"
"5329","DST","c5329"
"5330","GLRX5","c5330"
"5331","CAB39","c5331"
"5332","ATP1A1OS","c5332"
"5333","MSH2","c5333"
"5334","PIP4K2C","c5334"
"5335","CYLD","c5335"
"5336","DEFB108B","c5336"
"5337","WTAP","c5337"
"5338","UBE3D","c5338"
"5339","PET100","c5339"
"5340","NECAB3","c5340"
"5341","SERTM1","c5341"
"5342","PYY2","c5342"
"5343","MGAT4A","c5343"
"5344","LINC00359","c5344"
"5345","TSC22D4","c5345"
"5346","CHRM2","c5346"
"5347","PPYR1","c5347"
"5348","LINC00707","c5348"
"5349","CCNH","c5349"
"5350","RRM1","c5350"
"5351","OR5K2","c5351"
"5352","GABRA4","c5352"
"5353","MACROD2-AS1","c5353"
"5354","CTDSPL","c5354"
"5355","LOC400027","c5355"
"5356","PDE11A","c5356"
"5357","KLHL29","c5357"
"5358","SKIDA1","c5358"
"5359","CD5","c5359"
"5360","TSPAN9","c5360"
"5361","WDR67","c5361"
"5362","SNORD88B","c5362"
"5363","THUMPD1","c5363"
"5364","CLYBL","c5364"
"5365","VN1R1","c5365"
"5366","LECT2","c5366"
"5367","CMBL","c5367"
"5368","SRSF2","c5368"
"5369","NKAPL","c5369"
"5370","OR4C6","c5370"
"5371","RAB30","c5371"
"5372","TSSK4","c5372"
"5373","TMEM163","c5373"
"5374","OSBPL11","c5374"
"5375","GNB5","c5375"
"5376","CCL21","c5376"
"5377","FMO2","c5377"
"5378","RPTN","c5378"
"5379","MSTN","c5379"
"5380","ZFP112","c5380"
"5381","VCL","c5381"
"5382","FYTTD1","c5382"
"5383","C11orf1","c5383"
"5384","LOC100652772","c5384"
"5385","MOGAT1","c5385"
"5386","HFE","c5386"
"5387","CCDC88C","c5387"
"5388","TMEM191A","c5388"
"5389","IRGQ","c5389"
"5390","RAVER2","c5390"
"5391","LOC644554","c5391"
"5392","AKAP5","c5392"
"5393","SSSCA1","c5393"
"5394","C11orf63","c5394"
"5395","PRAMEF4","c5395"
"5396","LOC731223","c5396"
"5397","PORCN","c5397"
"5398","DTL","c5398"
"5399","ACTG2","c5399"
"5400","LINC00152","c5400"
"5401","CENPV","c5401"
"5402","SNAR-B2","c5402"
"5403","LPAR6","c5403"
"5404","LOC389247","c5404"
"5405","FAM122C","c5405"
"5406","RSAD2","c5406"
"5407","SNORA28","c5407"
"5408","C21orf37","c5408"
"5409","MYH8","c5409"
"5410","KRTDAP","c5410"
"5411","CRTC3","c5411"
"5412","PRAMEF19","c5412"
"5413","LRRFIP2","c5413"
"5414","INTS4","c5414"
"5415","TTN","c5415"
"5416","SLC26A5","c5416"
"5417","RGS6","c5417"
"5418","PLLP","c5418"
"5419","SRGAP3","c5419"
"5420","ZNF525","c5420"
"5421","NAF1","c5421"
"5422","GUCY2EP","c5422"
"5423","NBR2","c5423"
"5424","HERC2P10","c5424"
"5425","MIR3607","c5425"
"5426","BEST2","c5426"
"5427","RNF121","c5427"
"5428","ZNF93","c5428"
"5429","DMRTC2","c5429"
"5430","LOC100133669","c5430"
"5431","C8orf76","c5431"
"5432","TMEM219","c5432"
"5433","BCCIP","c5433"
"5434","MEST","c5434"
"5435","HTRA2","c5435"
"5436","PARD6G-AS1","c5436"
"5437","ILKAP","c5437"
"5438","ANGPTL2","c5438"
"5439","ERAS","c5439"
"5440","HBS1L","c5440"
"5441","CPA5","c5441"
"5442","TMEM30A","c5442"
"5443","CD300LF","c5443"
"5444","WISP3","c5444"
"5445","PDS5A","c5445"
"5446","CRK","c5446"
"5447","BRPF3","c5447"
"5448","NEDD9","c5448"
"5449","SMPDL3B","c5449"
"5450","PSG6","c5450"
"5451","PSMD13","c5451"
"5452","ETV5","c5452"
"5453","FAM221A","c5453"
"5454","OR51A4","c5454"
"5455","CDK19","c5455"
"5456","BTBD7","c5456"
"5457","LOC100631378","c5457"
"5458","GSTO1","c5458"
"5459","MAD2L1BP","c5459"
"5460","COX6A2","c5460"
"5461","SCNN1A","c5461"
"5462","PGAM4","c5462"
"5463","TYRO3P","c5463"
"5464","LSM1","c5464"
"5465","UGT2B11","c5465"
"5466","IDUA","c5466"
"5467","LOC100132111","c5467"
"5468","PPP2R3C","c5468"
"5469","COX11","c5469"
"5470","VWA5B2","c5470"
"5471","PDZK1","c5471"
"5472","ZNF443","c5472"
"5473","SNORD104","c5473"
"5474","KRTAP10-10","c5474"
"5475","CXCL6","c5475"
"5476","SLC34A2","c5476"
"5477","FAM217B","c5477"
"5478","NPTN","c5478"
"5479","UPP1","c5479"
"5480","SLC6A9","c5480"
"5481","LOC284080","c5481"
"5482","PITPNA-AS1","c5482"
"5483","OR7G3","c5483"
"5484","FLJ44511","c5484"
"5485","CISD1","c5485"
"5486","SYT14","c5486"
"5487","ZNHIT3","c5487"
"5488","SNRPD3","c5488"
"5489","HIST2H2BA","c5489"
"5490","LOC100129138","c5490"
"5491","PPP1R35","c5491"
"5492","LOC100134259","c5492"
"5493","UNC93B1","c5493"
"5494","FRG1B","c5494"
"5495","GMNN","c5495"
"5496","SPCS2","c5496"
"5497","SNAR-A3","c5497"
"5498","NAPRT1","c5498"
"5499","PNLIPRP1","c5499"
"5500","OR6V1","c5500"
"5501","PRKAB1","c5501"
"5502","EYA4","c5502"
"5503","KIF20A","c5503"
"5504","LOC375295","c5504"
"5505","ALG10","c5505"
"5506","ITPKC","c5506"
"5507","SIK3","c5507"
"5508","LMX1B","c5508"
"5509","RPUSD4","c5509"
"5510","MIR4639","c5510"
"5511","C7orf34","c5511"
"5512","DLGAP2","c5512"
"5513","PFN1","c5513"
"5514","ZNF654","c5514"
"5515","MICALL2","c5515"
"5516","LINC00628","c5516"
"5517","SS18L1","c5517"
"5518","TIMM21","c5518"
"5519","SLC16A8","c5519"
"5520","FAM65C","c5520"
"5521","MKI67IP","c5521"
"5522","ITGB3","c5522"
"5523","TCEA3","c5523"
"5524","LOC284294","c5524"
"5525","CEP152","c5525"
"5526","CLIP1","c5526"
"5527","NUDT5","c5527"
"5528","ATP5C1","c5528"
"5529","SNORA35","c5529"
"5530","UBP1","c5530"
"5531","TTPAL","c5531"
"5532","RBM27","c5532"
"5533","FLJ45079","c5533"
"5534","ZNF282","c5534"
"5535","ZNF222","c5535"
"5536","FAM160B2","c5536"
"5537","COL10A1","c5537"
"5538","ANAPC15","c5538"
"5539","PRDM15","c5539"
"5540","TTTY5","c5540"
"5541","LOC348761","c5541"
"5542","LOC256021","c5542"
"5543","FAM9C","c5543"
"5544","LINC00264","c5544"
"5545","FAM224A","c5545"
"5546","GNG13","c5546"
"5547","F12","c5547"
"5548","MIR432","c5548"
"5549","VTRNA1-3","c5549"
"5550","SUPT6H","c5550"
"5551","GSK3A","c5551"
"5552","PI16","c5552"
"5553","ELL2","c5553"
"5554","NTN5","c5554"
"5555","PVRL3","c5555"
"5556","ADAM20","c5556"
"5557","TMEM199","c5557"
"5558","GPR89A","c5558"
"5559","GPR87","c5559"
"5560","ZNF30","c5560"
"5561","ZNF770","c5561"
"5562","SMR3B","c5562"
"5563","MIR4420","c5563"
"5564","TRPC4AP","c5564"
"5565","AGAP1","c5565"
"5566","TBC1D29","c5566"
"5567","FREM1","c5567"
"5568","LAMA4","c5568"
"5569","ADPRHL2","c5569"
"5570","EIF4G2","c5570"
"5571","ZNF385A","c5571"
"5572","RPF1","c5572"
"5573","LINC00443","c5573"
"5574","GUCA1A","c5574"
"5575","LOC100505865","c5575"
"5576","CTNNA2","c5576"
"5577","NUDT15","c5577"
"5578","PRAMEF22","c5578"
"5579","CEPT1","c5579"
"5580","MIR3184","c5580"
"5581","ZNFX1","c5581"
"5582","TDRD1","c5582"
"5583","PAXBP1-AS1","c5583"
"5584","KCNK5","c5584"
"5585","CCDC92","c5585"
"5586","ETNK1","c5586"
"5587","CEP44","c5587"
"5588","TEX30","c5588"
"5589","LTA","c5589"
"5590","TTPA","c5590"
"5591","B3GALNT2","c5591"
"5592","PEX5L","c5592"
"5593","MIR4311","c5593"
"5594","EPS15L1","c5594"
"5595","MIR499A","c5595"
"5596","MGEA5","c5596"
"5597","HIST1H3A","c5597"
"5598","ING1","c5598"
"5599","EBLN2","c5599"
"5600","BCAT1","c5600"
"5601","KBTBD12","c5601"
"5602","GGTA1P","c5602"
"5603","GUCY2GP","c5603"
"5604","KLK11","c5604"
"5605","ARL17A","c5605"
"5606","DNER","c5606"
"5607","SMG7-AS1","c5607"
"5608","MED22","c5608"
"5609","ETV6","c5609"
"5610","TMSB4X","c5610"
"5611","CHAC2","c5611"
"5612","CD300E","c5612"
"5613","LINC00633","c5613"
"5614","CEBPB","c5614"
"5615","ZNF398","c5615"
"5616","AHCTF1P1","c5616"
"5617","LRCH3","c5617"
"5618","HMGA1","c5618"
"5619","CAPN7","c5619"
"5620","CCL3","c5620"
"5621","NANOS1","c5621"
"5622","ZFYVE19","c5622"
"5623","APITD1","c5623"
"5624","SERPINI2","c5624"
"5625","PARD3","c5625"
"5626","IRAK4","c5626"
"5627","TTC9","c5627"
"5628","SNORA4","c5628"
"5629","MYOM3","c5629"
"5630","MLPH","c5630"
"5631","SYNPR-AS1","c5631"
"5632","NRG1","c5632"
"5633","CES1P1","c5633"
"5634","TBC1D9","c5634"
"5635","TTK","c5635"
"5636","DCAF12L1","c5636"
"5637","ZNF557","c5637"
"5638","DDX41","c5638"
"5639","FANK1","c5639"
"5640","OR2L3","c5640"
"5641","UBE2D2","c5641"
"5642","PSMB10","c5642"
"5643","ZBTB49","c5643"
"5644","MYH7B","c5644"
"5645","GABARAPL2","c5645"
"5646","MARVELD2","c5646"
"5647","DGCR2","c5647"
"5648","LOC100128714","c5648"
"5649","VSIG10","c5649"
"5650","UNC45A","c5650"
"5651","MIR1270-2","c5651"
"5652","ZNF683","c5652"
"5653","MIR3649","c5653"
"5654","GIT2","c5654"
"5655","CASK","c5655"
"5656","NCAPG","c5656"
"5657","FAM155B","c5657"
"5658","UTP11L","c5658"
"5659","TIFA","c5659"
"5660","LRRD1","c5660"
"5661","FDPS","c5661"
"5662","DUSP9","c5662"
"5663","ZNF658","c5663"
"5664","SLC17A8","c5664"
"5665","FAM160A1","c5665"
"5666","OR51G1","c5666"
"5667","NANS","c5667"
"5668","OLFML1","c5668"
"5669","ATP10B","c5669"
"5670","TSPY4","c5670"
"5671","ANO6","c5671"
"5672","LINC00547","c5672"
"5673","NPAS3","c5673"
"5674","PRKCA","c5674"
"5675","MIR1193","c5675"
"5676","GGA2","c5676"
"5677","LCE4A","c5677"
"5678","SPANXN3","c5678"
"5679","EVPLL","c5679"
"5680","CCDC115","c5680"
"5681","SDCCAG3","c5681"
"5682","TTC1","c5682"
"5683","GLIPR1L1","c5683"
"5684","USP17L21","c5684"
"5685","MAD2L2","c5685"
"5686","KHDC1","c5686"
"5687","HIPK1","c5687"
"5688","LRRC3B","c5688"
"5689","CLN3","c5689"
"5690","KRTAP19-3","c5690"
"5691","NLGN4Y-AS1","c5691"
"5692","C17orf47","c5692"
"5693","FMN2","c5693"
"5694","WAPAL","c5694"
"5695","TUBB1","c5695"
"5696","BOLA2B","c5696"
"5697","SCN5A","c5697"
"5698","SMYD1","c5698"
"5699","KAT6B","c5699"
"5700","BEX5","c5700"
"5701","SEC22A","c5701"
"5702","LOC642846","c5702"
"5703","GRIA2","c5703"
"5704","MIR378D2","c5704"
"5705","SNORD8","c5705"
"5706","KIAA0825","c5706"
"5707","NUSAP1","c5707"
"5708","LANCL1","c5708"
"5709","C15orf40","c5709"
"5710","ZNF645","c5710"
"5711","GPR61","c5711"
"5712","NLRP14","c5712"
"5713","LOC643339","c5713"
"5714","SNX21","c5714"
"5715","C1QTNF8","c5715"
"5716","IFNA8","c5716"
"5717","SPRR1B","c5717"
"5718","SNX17","c5718"
"5719","FLRT1","c5719"
"5720","ASB2","c5720"
"5721","HBG1","c5721"
"5722","RPRML","c5722"
"5723","PLSCR3","c5723"
"5724","JOSD2","c5724"
"5725","ADIPOQ-AS1","c5725"
"5726","SPOCD1","c5726"
"5727","GHRH","c5727"
"5728","SMCR8","c5728"
"5729","C12orf69","c5729"
"5730","IL11RA","c5730"
"5731","DPY19L2P3","c5731"
"5732","RPS6KB1","c5732"
"5733","GDF3","c5733"
"5734","DNAJC19","c5734"
"5735","TOP1","c5735"
"5736","SPANXE","c5736"
"5737","RNF169","c5737"
"5738","CRCT1","c5738"
"5739","MPST","c5739"
"5740","DPM2","c5740"
"5741","USP17L28","c5741"
"5742","SLC18A1","c5742"
"5743","FARP1","c5743"
"5744","DPY30","c5744"
"5745","PAX7","c5745"
"5746","TUBD1","c5746"
"5747","GNL3","c5747"
"5748","ATF6B","c5748"
"5749","BTG2","c5749"
"5750","NDUFS6","c5750"
"5751","ERAL1","c5751"
"5752","ECHS1","c5752"
"5753","VPS4A","c5753"
"5754","CYP11A1","c5754"
"5755","ABCC6","c5755"
"5756","PBX4","c5756"
"5757","LOC728537","c5757"
"5758","NCF4","c5758"
"5759","NAGPA","c5759"
"5760","HYMAI","c5760"
"5761","OTOP2","c5761"
"5762","CT47A9","c5762"
"5763","MTHFD2L","c5763"
"5764","ACOT12","c5764"
"5765","SLC35G3","c5765"
"5766","SNORD1C","c5766"
"5767","RAB1B","c5767"
"5768","NTRK1","c5768"
"5769","MSL1","c5769"
"5770","OR13C2","c5770"
"5771","SLC6A11","c5771"
"5772","SCAF8","c5772"
"5773","NAP1L2","c5773"
"5774","CNGB1","c5774"
"5775","EPB41L4B","c5775"
"5776","FAM134B","c5776"
"5777","HS3ST3A1","c5777"
"5778","CPXM2","c5778"
"5779","SIRPB2","c5779"
"5780","LOC643648","c5780"
"5781","LOC389332","c5781"
"5782","CHORDC1","c5782"
"5783","LOC285878","c5783"
"5784","TRIB3","c5784"
"5785","SLC2A5","c5785"
"5786","C2orf49","c5786"
"5787","DDX5","c5787"
"5788","OR5L1","c5788"
"5789","C4orf22","c5789"
"5790","ANAPC4","c5790"
"5791","ZSWIM1","c5791"
"5792","TMX4","c5792"
"5793","LOC93622","c5793"
"5794","ERV3-1","c5794"
"5795","KCNK3","c5795"
"5796","FLJ40288","c5796"
"5797","LOC255130","c5797"
"5798","AQP9","c5798"
"5799","CAPNS2","c5799"
"5800","SLC15A2","c5800"
"5801","MIR4655","c5801"
"5802","MREG","c5802"
"5803","MMS22L","c5803"
"5804","LOC145783","c5804"
"5805","OR9I1","c5805"
"5806","PDLIM2","c5806"
"5807","ADAM7","c5807"
"5808","TBC1D3H","c5808"
"5809","GSTCD","c5809"
"5810","SLC12A8","c5810"
"5811","TMEM174","c5811"
"5812","LRRN1","c5812"
"5813","IGSF3","c5813"
"5814","SRPK1","c5814"
"5815","SNORD37","c5815"
"5816","LOC93432","c5816"
"5817","LY6K","c5817"
"5818","PTCD3","c5818"
"5819","NFIA","c5819"
"5820","SNORA46","c5820"
"5821","LEP","c5821"
"5822","ACTG1P4","c5822"
"5823","TP53AIP1","c5823"
"5824","MAPKAPK2","c5824"
"5825","CNTN4-AS2","c5825"
"5826","UFSP1","c5826"
"5827","NMNAT1","c5827"
"5828","LHFPL2","c5828"
"5829","C9orf43","c5829"
"5830","DIP2A","c5830"
"5831","ACTR8","c5831"
"5832","CCDC34","c5832"
"5833","PTPN22","c5833"
"5834","ITGA3","c5834"
"5835","FAM129C","c5835"
"5836","RABGGTA","c5836"
"5837","UNC45B","c5837"
"5838","KIAA1033","c5838"
"5839","ZNF510","c5839"
"5840","SLC26A10","c5840"
"5841","CYP2D6","c5841"
"5842","STX8","c5842"
"5843","FLJ36000","c5843"
"5844","WDR89","c5844"
"5845","LUZP1","c5845"
"5846","EIF4G3","c5846"
"5847","C5AR1","c5847"
"5848","ZNF623","c5848"
"5849","A2M","c5849"
"5850","PHLDB3","c5850"
"5851","CDK20","c5851"
"5852","TRIQK","c5852"
"5853","TGM7","c5853"
"5854","GRPEL1","c5854"
"5855","LMNB2","c5855"
"5856","ROCK2","c5856"
"5857","SNX16","c5857"
"5858","AOC4","c5858"
"5859","ANXA3","c5859"
"5860","CCDC66","c5860"
"5861","KIAA1609","c5861"
"5862","LOC100132078","c5862"
"5863","EED","c5863"
"5864","RNF32","c5864"
"5865","ATL2","c5865"
"5866","GCSAML-AS1","c5866"
"5867","HES1","c5867"
"5868","TXNDC8","c5868"
"5869","CLC","c5869"
"5870","ISL1","c5870"
"5871","MANEA","c5871"
"5872","GRK1","c5872"
"5873","C1orf61","c5873"
"5874","ST8SIA6-AS1","c5874"
"5875","KRTAP10-4","c5875"
"5876","RAPGEF6","c5876"
"5877","LOC285740","c5877"
"5878","CN5H6.4","c5878"
"5879","NEIL1","c5879"
"5880","KIAA0020","c5880"
"5881","EGOT","c5881"
"5882","C16orf45","c5882"
"5883","RBM10","c5883"
"5884","DNAH17","c5884"
"5885","C19orf10","c5885"
"5886","MFF","c5886"
"5887","NOA1","c5887"
"5888","SLFN12","c5888"
"5889","EXOC3","c5889"
"5890","HIST3H3","c5890"
"5891","NCOR2","c5891"
"5892","TNFRSF9","c5892"
"5893","MFSD8","c5893"
"5894","ALX1","c5894"
"5895","PODN","c5895"
"5896","TIAL1","c5896"
"5897","LOC100506241","c5897"
"5898","ISM1","c5898"
"5899","HIST1H1E","c5899"
"5900","TM4SF4","c5900"
"5901","NPY6R","c5901"
"5902","BSPH1","c5902"
"5903","OSTCP1","c5903"
"5904","ZNF385B","c5904"
"5905","CORO2A","c5905"
"5906","ETNK2","c5906"
"5907","MIR518A2","c5907"
"5908","LOC283299","c5908"
"5909","APOE","c5909"
"5910","ANGPT4","c5910"
"5911","ST8SIA4","c5911"
"5912","LOC152225","c5912"
"5913","LOC642852","c5913"
"5914","HYDIN2","c5914"
"5915","F2RL1","c5915"
"5916","FAM19A4","c5916"
"5917","CCAR1","c5917"
"5918","TMPO-AS1","c5918"
"5919","B3GNT7","c5919"
"5920","C17orf99","c5920"
"5921","KLHL36","c5921"
"5922","OPHN1","c5922"
"5923","MIR1225","c5923"
"5924","DSCR6","c5924"
"5925","BANF2","c5925"
"5926","DESI1","c5926"
"5927","MIR1291","c5927"
"5928","LOC728558","c5928"
"5929","GAS2L1","c5929"
"5930","C8orf44-SGK3","c5930"
"5931","RFX3","c5931"
"5932","COPS4","c5932"
"5933","BCHE","c5933"
"5934","FBXL19-AS1","c5934"
"5935","TONSL","c5935"
"5936","BCL2","c5936"
"5937","HBZ","c5937"
"5938","ARL13B","c5938"
"5939","KLHL41","c5939"
"5940","PA2G4P4","c5940"
"5941","MYO15B","c5941"
"5942","SPZ1","c5942"
"5943","SNORA19","c5943"
"5944","KIAA1324","c5944"
"5945","PLCL2","c5945"
"5946","C4orf29","c5946"
"5947","ZNF284","c5947"
"5948","WDFY2","c5948"
"5949","NAALADL1","c5949"
"5950","DUSP5","c5950"
"5951","PXDN","c5951"
"5952","SLMO1","c5952"
"5953","TNXB","c5953"
"5954","TIMM22","c5954"
"5955","A4GALT","c5955"
"5956","BIRC7","c5956"
"5957","TOMM34","c5957"
"5958","FAM110C","c5958"
"5959","ADAM32","c5959"
"5960","CRHBP","c5960"
"5961","POLR2J4","c5961"
"5962","AQP2","c5962"
"5963","F7","c5963"
"5964","CNOT1","c5964"
"5965","FAM138A","c5965"
"5966","SLC13A4","c5966"
"5967","RSPH4A","c5967"
"5968","ZBTB11","c5968"
"5969","B3GALT5","c5969"
"5970","EXOC2","c5970"
"5971","PRR22","c5971"
"5972","IRS1","c5972"
"5973","SAMM50","c5973"
"5974","MRPL34","c5974"
"5975","HSF2","c5975"
"5976","CDC42EP3","c5976"
"5977","KRTAP24-1","c5977"
"5978","TSPAN7","c5978"
"5979","MIR1185-1","c5979"
"5980","MFN2","c5980"
"5981","RHOH","c5981"
"5982","NUCB1","c5982"
"5983","ZSCAN32","c5983"
"5984","ARL16","c5984"
"5985","TLCD2","c5985"
"5986","TACR1","c5986"
"5987","FAM204A","c5987"
"5988","SNX25","c5988"
"5989","RHBDF1","c5989"
"5990","PCDH18","c5990"
"5991","MYO5C","c5991"
"5992","LINC00841","c5992"
"5993","MAPK10","c5993"
"5994","LDHAL6A","c5994"
"5995","NUDT12","c5995"
"5996","NCAM1","c5996"
"5997","OTX2-AS1","c5997"
"5998","ZSWIM8-AS1","c5998"
"5999","PI4KAP1","c5999"
"6000","SNORD46","c6000"
"6001","KRT71","c6001"
"6002","GLIS2","c6002"
"6003","DAPP1","c6003"
"6004","ATF7","c6004"
"6005","TM6SF1","c6005"
"6006","NFIL3","c6006"
"6007","LZTS1-AS1","c6007"
"6008","SEZ6","c6008"
"6009","UBAC2-AS1","c6009"
"6010","NANOS3","c6010"
"6011","DNAJA3","c6011"
"6012","CIITA","c6012"
"6013","CLDN6","c6013"
"6014","LOC256880","c6014"
"6015","EPHA4","c6015"
"6016","FANCC","c6016"
"6017","FLJ38576","c6017"
"6018","AWAT1","c6018"
"6019","CMTM3","c6019"
"6020","PSG3","c6020"
"6021","MRPL15","c6021"
"6022","C21orf59","c6022"
"6023","PLCXD2","c6023"
"6024","KRT222","c6024"
"6025","UBE2L6","c6025"
"6026","MED14","c6026"
"6027","HP1BP3","c6027"
"6028","ENHO","c6028"
"6029","TPBG","c6029"
"6030","OSR2","c6030"
"6031","HEPHL1","c6031"
"6032","XPC","c6032"
"6033","KLHL7","c6033"
"6034","CCR3","c6034"
"6035","AGTPBP1","c6035"
"6036","ALDH1L2","c6036"
"6037","NOP58","c6037"
"6038","PCSK6","c6038"
"6039","STAT5A","c6039"
"6040","CCDC172","c6040"
"6041","TRIM49B","c6041"
"6042","PTPN2","c6042"
"6043","LONRF2","c6043"
"6044","TUBA3E","c6044"
"6045","SF3A3","c6045"
"6046","MIR3153","c6046"
"6047","HCFC1","c6047"
"6048","SLC3A1","c6048"
"6049","MYO16-AS1","c6049"
"6050","AHNAK","c6050"
"6051","KIF14","c6051"
"6052","ACTR5","c6052"
"6053","TENC1","c6053"
"6054","YIPF2","c6054"
